=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.03.27 01:44:31 =~=~=~=~=~=~=~=~=~=~=~=
-0.28 0.93 -9.82
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.94 -9.78
-0.27 0.94 -9.78
-0.27 0.94 -9.78
-0.27 0.94 -9.81
-0.27 0.94 -9.81
-0.27 0.94 -9.81
-0.27 0.94 -9.81
-0.27 0.94 -9.81
-0.27 0.94 -9.81
-0.27 0.94 -9.81
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.95 -9.80
-0.28 0.95 -9.80
-0.28 0.95 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.78
-0.28 0.94 -9.78
-0.28 0.94 -9.78
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.95 -9.80
-0.28 0.95 -9.80
-0.28 0.95 -9.80
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.77
-0.28 0.93 -9.77
-0.28 0.93 -9.77
-0.28 0.93 -9.77
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.27 0.94 -9.82
-0.27 0.94 -9.82
-0.27 0.94 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.92 -9.79
-0.28 0.92 -9.79
-0.28 0.92 -9.79
-0.28 0.92 -9.79
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.27 0.92 -9.79
-0.27 0.92 -9.79
-0.27 0.92 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.27 0.93 -9.78
-0.27 0.93 -9.78
-0.27 0.93 -9.78
-0.27 0.93 -9.78
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.28 0.92 -9.80
-0.28 0.92 -9.80
-0.28 0.92 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.27 0.93 -9.78
-0.27 0.93 -9.78
-0.27 0.93 -9.78
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.27 0.93 -9.82
-0.28 0.94 -9.78
-0.28 0.94 -9.78
-0.28 0.94 -9.78
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.92 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.83
-0.27 0.93 -9.83
-0.27 0.93 -9.83
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.28 0.94 -9.80
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.27 0.93 -9.83
-0.27 0.93 -9.83
-0.27 0.93 -9.83
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.81
-0.27 0.92 -9.82
-0.27 0.92 -9.82
-0.27 0.92 -9.82
-0.27 0.92 -9.78
-0.27 0.92 -9.78
-0.27 0.92 -9.78
-0.27 0.92 -9.78
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.92 -9.81
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.27 0.93 -9.83
-0.27 0.93 -9.83
-0.27 0.93 -9.83
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.93 -9.78
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.27 0.92 -9.82
-0.27 0.92 -9.82
-0.27 0.92 -9.82
-0.27 0.92 -9.82
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.92 -9.80
-0.28 0.92 -9.80
-0.28 0.92 -9.80
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.28 0.93 -9.81
-0.27 0.94 -9.80
-0.27 0.94 -9.80
-0.27 0.94 -9.80
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.29 0.94 -9.80
-0.29 0.94 -9.80
-0.29 0.94 -9.80
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.29 0.93 -9.81
-0.29 0.93 -9.81
-0.29 0.93 -9.81
-0.28 0.93 -9.84
-0.28 0.93 -9.84
-0.28 0.93 -9.84
-0.28 0.93 -9.84
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.28 0.94 -9.83
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.27 0.94 -9.79
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.27 0.93 -9.81
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.79
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.28 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.27 0.93 -9.80
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.28 0.93 -9.83
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.27 0.93 -9.79
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.94 -9.81
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.93 -9.82
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.79
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
-0.28 0.94 -9.82
